timestamp,price,imbalance_20,label_next_price
2026-05-29 18:30:27,72760.75,0.862,
2026-05-29 18:30:37,72751.45,0.356,
2026-05-29 18:30:47,72748.25,0.5923,
2026-05-29 18:30:57,72746.45,0.6288,
2026-05-29 18:31:07,72735.35,0.5512,
2026-05-29 18:31:17,72708.85,0.7636,
2026-05-29 18:31:27,72654.45,0.3343,
2026-05-29 18:31:37,72669.45,0.5585,
2026-05-29 18:31:47,72699.55,0.7871,
2026-05-29 18:31:57,72699.55,0.7418,
2026-05-29 18:32:07,72698.25,0.8002,
2026-05-29 18:32:17,72733.95,0.5951,
2026-05-29 18:32:27,72757.25,0.6694,
2026-05-29 18:32:37,72760.25,0.5078,
2026-05-29 18:32:47,72738.35,0.3061,
2026-05-29 18:32:57,72732.65,0.6348,
2026-05-29 18:33:07,72728.15,0.6669,
2026-05-29 18:33:17,72728.15,0.5735,
2026-05-29 18:33:27,72766.35,0.4669,
2026-05-29 18:33:37,72774.05,0.7545,
2026-05-29 18:33:47,72799.95,0.5943,
2026-05-29 18:33:57,72782.45,0.2809,
2026-05-29 18:34:07,72799.35,0.7508,
2026-05-29 18:34:17,72832.05,0.8739,
2026-05-29 18:34:27,72863.35,0.5844,
2026-05-29 18:34:37,72847.45,0.6439,
2026-05-29 18:34:47,72855.65,0.2649,
2026-05-29 18:34:57,72833.55,0.7846,
2026-05-29 18:35:07,72855.15,0.8254,
2026-05-29 18:35:17,72874.95,0.7917,
2026-05-29 18:35:27,72850.45,0.4937,
2026-05-29 18:35:37,72875.25,0.7114,
2026-05-29 18:35:47,72857.45,0.7382,
2026-05-29 18:35:57,72855.25,0.4686,
2026-05-29 18:36:07,72818.05,0.6098,
2026-05-29 18:36:17,72814.55,0.7571,
2026-05-29 18:36:27,72825.15,0.3186,
2026-05-29 18:36:37,72799.25,0.3084,
2026-05-29 18:36:47,72793.25,0.1142,
2026-05-29 18:36:57,72805.65,0.4405,
2026-05-29 18:37:07,72809.85,0.6818,
2026-05-29 18:37:18,72815.15,0.8402,
2026-05-29 18:37:28,72804.65,0.4601,
2026-05-29 18:37:38,72816.25,0.2847,
2026-05-29 18:37:48,72806.75,0.7216,
2026-05-29 18:37:58,72737.65,0.1815,
2026-05-29 18:38:08,72726.95,0.3304,
2026-05-29 18:38:18,72742.25,0.4973,
2026-05-29 18:38:28,72783.35,0.7377,
2026-05-29 18:38:38,72757.55,0.5446,
2026-05-29 18:38:48,72759.35,0.6001,
2026-05-29 18:38:58,72756.95,0.5517,
2026-05-29 18:39:08,72705.05,0.2323,
2026-05-29 18:39:18,72715.85,0.709,
2026-05-29 18:39:28,72718.85,0.5644,
2026-05-29 18:39:38,72704.55,0.1164,
2026-05-29 18:39:48,72703.45,0.1814,
2026-05-29 18:39:58,72698.75,0.1773,
2026-05-29 18:40:08,72691.25,0.5154,
2026-05-29 18:40:18,72716.15,0.4643,
2026-05-29 18:40:28,72727.25,0.8243,
2026-05-29 18:40:39,72756.35,0.7277,
2026-05-29 18:40:49,72730.05,0.3766,
2026-05-29 18:40:59,72727.15,0.4274,
2026-05-29 18:41:09,72693.45,0.3853,
2026-05-29 18:41:19,72695.45,0.4261,
2026-05-29 18:41:29,72707.05,0.553,
2026-05-29 18:41:39,72714.85,0.8534,
2026-05-29 18:41:49,72735.35,0.3423,
2026-05-29 18:41:59,72735.15,0.325,
2026-05-29 18:42:09,72724.25,0.4594,
2026-05-29 18:42:19,72712.45,0.2635,
2026-05-29 18:42:29,72693.55,0.2798,
2026-05-29 18:42:39,72694.65,0.5132,
2026-05-29 18:42:49,72702.15,0.6847,
2026-05-29 18:42:59,72678.15,0.367,
2026-05-29 18:43:09,72616.65,0.4495,
2026-05-29 18:43:19,72619.95,0.4615,
2026-05-29 18:43:29,72634.35,0.812,
2026-05-29 18:43:39,72609.75,0.6861,
2026-05-29 18:43:49,72585.05,0.2018,
2026-05-29 18:43:59,72590.35,0.4607,
2026-05-29 18:44:09,72594.95,0.528,
2026-05-29 18:44:19,72654.0,0.6595,
2026-05-29 18:44:29,72660.65,0.4981,
2026-05-29 18:44:39,72641.15,0.2546,
2026-05-29 18:44:49,72629.45,0.4133,
2026-05-29 18:44:59,72646.65,0.5692,
2026-05-29 18:45:09,72629.25,0.407,
2026-05-29 18:45:19,72645.65,0.1946,
2026-05-29 18:45:29,72676.35,0.3256,
2026-05-29 18:45:39,72663.55,0.1941,
2026-05-29 18:45:49,72650.65,0.4155,
2026-05-29 18:45:59,72680.45,0.7685,
2026-05-29 18:46:09,72675.25,0.6588,
2026-05-29 18:46:20,72678.05,0.4858,
2026-05-29 18:46:30,72693.45,0.2118,
2026-05-29 18:46:40,72694.35,0.4525,
2026-05-29 18:46:50,72675.15,0.3633,
2026-05-29 18:47:00,72686.85,0.6456,
2026-05-29 18:47:10,72711.35,0.838,
2026-05-29 18:47:20,72726.15,0.577,
2026-05-29 18:47:30,72745.75,0.4519,
2026-05-29 18:47:40,72729.95,0.6847,
2026-05-29 18:47:50,72760.85,0.5917,
2026-05-29 18:48:00,72760.85,0.5349,
2026-05-29 18:48:10,72760.05,0.7206,
2026-05-29 18:48:20,72760.05,0.575,
2026-05-29 18:48:30,72751.65,0.588,
2026-05-29 18:48:40,72756.65,0.4858,
2026-05-29 18:48:50,72792.05,0.8467,
2026-05-29 18:49:00,72793.85,0.5192,
2026-05-29 18:49:10,72770.35,0.571,
2026-05-29 18:49:20,72783.55,0.5944,
2026-05-29 18:49:30,72781.45,0.5943,
2026-05-29 18:49:40,72784.15,0.5103,
2026-05-29 18:49:50,72794.95,0.4106,
2026-05-29 18:50:00,72741.55,0.3099,
2026-05-29 18:50:10,72772.95,0.3497,
2026-05-29 18:50:20,72798.75,0.4166,
2026-05-29 18:50:30,72838.75,0.8069,
2026-05-29 18:50:40,72849.95,0.382,
2026-05-29 18:50:50,72822.55,0.3744,
2026-05-29 18:51:00,72859.45,0.4925,
2026-05-29 18:51:10,72850.85,0.3039,
2026-05-29 18:51:20,72810.95,0.7792,
2026-05-29 18:51:30,73059.55,0.2151,
2026-05-29 18:51:40,72934.45,0.5711,
2026-05-29 18:51:50,72976.85,0.6429,
2026-05-29 18:52:00,73033.95,0.6577,
2026-05-29 18:52:10,72991.55,0.6499,
2026-05-29 18:52:20,73028.95,0.3841,
2026-05-29 18:52:30,73056.55,0.5454,
2026-05-29 18:52:40,73024.95,0.6247,
2026-05-29 18:52:50,73036.95,0.6834,
2026-05-29 18:53:00,73062.15,0.5892,
2026-05-29 18:53:10,73069.15,0.488,
2026-05-29 18:53:20,73088.35,0.4328,
2026-05-29 18:53:30,73088.45,0.3742,
2026-05-29 18:53:40,73095.55,0.5104,
2026-05-29 18:53:51,73073.45,0.2275,
2026-05-29 18:54:01,73013.65,0.42,
2026-05-29 18:54:11,73003.55,0.2123,
2026-05-29 18:54:21,72985.45,0.3399,
2026-05-29 18:54:31,72980.95,0.1814,
2026-05-29 18:54:41,72960.05,0.2048,
2026-05-29 18:54:51,72911.45,0.6065,
2026-05-29 18:55:01,72927.45,0.6465,
2026-05-29 18:55:11,72917.15,0.6344,
2026-05-29 18:55:21,72925.45,0.485,
2026-05-29 18:55:31,72953.15,0.2032,
2026-05-29 18:55:41,72954.85,0.5374,
2026-05-29 18:55:51,72970.95,0.5513,
2026-05-29 18:56:01,72969.65,0.4868,
2026-05-29 18:56:11,72955.15,0.5613,
2026-05-29 18:56:21,72997.15,0.5258,
2026-05-29 18:56:31,73018.05,0.8799,
2026-05-29 18:56:41,73032.35,0.305,
2026-05-29 18:56:51,73040.35,0.5862,
2026-05-29 18:57:01,73059.25,0.8888,
2026-05-29 18:57:11,73080.95,0.2073,
2026-05-29 18:57:21,73148.75,0.2536,
2026-05-29 18:57:31,73152.85,0.4491,
2026-05-29 18:57:41,73150.65,0.7534,
