timestamp,price,imbalance_20,label_next_price
2026-05-29 18:25:06,72689.45,0.1091,0
2026-05-29 18:25:16,72675.75,0.0602,0
2026-05-29 18:25:26,72661.25,0.6826,0
2026-05-29 18:25:36,72649.85,0.8131,0
2026-05-29 18:25:46,72668.25,0.7216,0
2026-05-29 18:25:56,72694.15,0.1952,0
2026-05-29 18:26:06,72638.75,0.429,0
2026-05-29 18:26:16,72565.85,0.4518,0
2026-05-29 18:26:26,72541.25,0.6432,1
2026-05-29 18:26:36,72591.85,0.4308,1
2026-05-29 18:26:46,72575.95,0.3389,1
2026-05-29 18:26:56,72553.35,0.5455,1
2026-05-29 18:27:06,72538.65,0.6954,1
2026-05-29 18:27:16,72530.25,0.4274,1
2026-05-29 18:27:26,72594.95,0.5323,1
2026-05-29 18:27:36,72593.15,0.4506,1
2026-05-29 18:27:46,72621.55,0.3081,1
2026-05-29 18:27:56,72611.85,0.3067,1
2026-05-29 18:28:06,72644.45,0.6826,1
2026-05-29 18:28:16,72657.55,0.2094,1
2026-05-29 18:28:26,72675.75,0.44,1
2026-05-29 18:28:36,72697.45,0.6358,1
2026-05-29 18:28:46,72697.95,0.6828,1
2026-05-29 18:28:56,72703.65,0.4715,1
2026-05-29 18:29:06,72705.35,0.4289,1
2026-05-29 18:29:17,72709.45,0.6896,1
2026-05-29 18:29:27,72716.35,0.4955,1
2026-05-29 18:29:37,72758.75,0.5826,0
2026-05-29 18:29:47,72730.75,0.4487,1
2026-05-29 18:29:57,72726.85,0.6469,1
2026-05-29 18:30:07,72758.85,0.7172,0
2026-05-29 18:30:17,72730.85,0.4719,0
2026-05-29 18:30:27,72760.75,0.862,0
2026-05-29 18:30:37,72751.45,0.356,0
2026-05-29 18:30:47,72748.25,0.5923,0
2026-05-29 18:30:57,72746.45,0.6288,0
2026-05-29 18:31:07,72735.35,0.5512,0
2026-05-29 18:31:17,72708.85,0.7636,1
2026-05-29 18:31:27,72654.45,0.3343,1
2026-05-29 18:31:37,72669.45,0.5585,1
2026-05-29 18:31:47,72699.55,0.7871,1
2026-05-29 18:31:57,72699.55,0.7418,1
2026-05-29 18:32:07,72698.25,0.8002,1
2026-05-29 18:32:17,72733.95,0.5951,0
2026-05-29 18:32:27,72757.25,0.6694,1
2026-05-29 18:32:37,72760.25,0.5078,1
2026-05-29 18:32:47,72738.35,0.3061,1
2026-05-29 18:32:57,72732.65,0.6348,1
2026-05-29 18:33:07,72728.15,0.6669,1
2026-05-29 18:33:17,72728.15,0.5735,1
2026-05-29 18:33:27,72766.35,0.4669,1
2026-05-29 18:33:37,72774.05,0.7545,1
2026-05-29 18:33:47,72799.95,0.5943,1
2026-05-29 18:33:57,72782.45,0.2809,1
2026-05-29 18:34:07,72799.35,0.7508,1
2026-05-29 18:34:17,72832.05,0.8739,1
2026-05-29 18:34:27,72863.35,0.5844,0
2026-05-29 18:34:37,72847.45,0.6439,1
2026-05-29 18:34:47,72855.65,0.2649,1
2026-05-29 18:34:57,72833.55,0.7846,1
2026-05-29 18:35:07,72855.15,0.8254,0
2026-05-29 18:35:17,72874.95,0.7917,0
2026-05-29 18:35:27,72850.45,0.4937,0
2026-05-29 18:35:37,72875.25,0.7114,0
2026-05-29 18:35:47,72857.45,0.7382,0
2026-05-29 18:35:57,72855.25,0.4686,0
2026-05-29 18:36:07,72818.05,0.6098,0
2026-05-29 18:36:17,72814.55,0.7571,1
2026-05-29 18:36:27,72825.15,0.3186,0
2026-05-29 18:36:37,72799.25,0.3084,1
2026-05-29 18:36:47,72793.25,0.1142,1
2026-05-29 18:36:57,72805.65,0.4405,0
2026-05-29 18:37:07,72809.85,0.6818,0
2026-05-29 18:37:18,72815.15,0.8402,0
2026-05-29 18:37:28,72804.65,0.4601,0
2026-05-29 18:37:38,72816.25,0.2847,0
2026-05-29 18:37:48,72806.75,0.7216,0
2026-05-29 18:37:58,72737.65,0.1815,1
2026-05-29 18:38:08,72726.95,0.3304,0
2026-05-29 18:38:18,72742.25,0.4973,0
2026-05-29 18:38:28,72783.35,0.7377,0
2026-05-29 18:38:38,72757.55,0.5446,0
2026-05-29 18:38:48,72759.35,0.6001,0
2026-05-29 18:38:58,72756.95,0.5517,0
2026-05-29 18:39:08,72705.05,0.2323,0
2026-05-29 18:39:18,72715.85,0.709,1
2026-05-29 18:39:28,72718.85,0.5644,1
2026-05-29 18:39:38,72704.55,0.1164,1
2026-05-29 18:39:48,72703.45,0.1814,1
2026-05-29 18:39:58,72698.75,0.1773,1
2026-05-29 18:40:08,72691.25,0.5154,1
2026-05-29 18:40:18,72716.15,0.4643,0
2026-05-29 18:40:28,72727.25,0.8243,0
2026-05-29 18:40:39,72756.35,0.7277,0
2026-05-29 18:40:49,72730.05,0.3766,1
2026-05-29 18:40:59,72727.15,0.4274,1
2026-05-29 18:41:09,72693.45,0.3853,1
2026-05-29 18:41:19,72695.45,0.4261,1
2026-05-29 18:41:29,72707.05,0.553,0
2026-05-29 18:41:39,72714.85,0.8534,0
2026-05-29 18:41:49,72735.35,0.3423,0
2026-05-29 18:41:59,72735.15,0.325,0
2026-05-29 18:42:09,72724.25,0.4594,0
2026-05-29 18:42:19,72712.45,0.2635,0
2026-05-29 18:42:29,72693.55,0.2798,0
2026-05-29 18:42:39,72694.65,0.5132,0
2026-05-29 18:42:49,72702.15,0.6847,0
